trial,gen,CR,Faith,AR,W-Score,bm25_k,vec_k,rrf_k,rerank_k,thresh,fk,reranker,reranker_type,fusion,alpha,mode,adapt_thresh
1308,47,0.8423,0.9598,0.8823,2.9646,72,285,90,12,0.0375,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.151
1309,47,0.8429,0.9296,0.8682,2.9134,380,141,73,11,0.0641,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.81,adaptive,0.074
1310,47,0.8427,0.9326,0.8675,2.9161,142,136,249,31,0.1181,4,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,fixed,0.222
1311,47,0.8428,0.9599,0.8848,2.9680,163,145,143,10,0.0693,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,fixed,0.227
1312,47,0.8438,0.9603,0.8870,2.9719,500,120,228,13,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.145
1313,47,0.8065,0.9315,0.8730,2.8847,184,48,298,39,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.206
1314,47,0.8312,0.9176,0.8724,2.8920,401,234,207,12,0.0609,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,fixed,0.151
1315,47,0.8421,0.9514,0.8875,2.9599,362,120,252,26,0.0867,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,adaptive,0.151
1316,48,0.8459,0.9362,0.8802,2.9375,356,167,207,20,0.0371,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.86,adaptive,0.124
1317,48,0.8289,0.9297,0.8723,2.9041,500,175,72,24,0.0382,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.43,adaptive,0.127
1318,48,0.8329,0.9064,0.8736,2.8815,472,63,96,14,0.1997,6,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.83,adaptive,0.130
1319,48,0.8438,0.9603,0.8870,2.9719,287,141,207,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,adaptive,0.061
1320,48,0.8335,0.8840,0.8686,2.8497,360,169,207,48,0.0716,10,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.151
1321,48,0.8277,0.9143,0.8733,2.8855,69,194,296,39,0.0641,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.244
1322,48,0.8443,0.9608,0.8861,2.9720,431,225,207,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1323,48,0.8317,0.9538,0.8829,2.9475,69,109,252,39,0.0320,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.86,adaptive,0.101
1324,48,0.8420,0.9331,0.8802,2.9299,35,133,99,14,0.0073,5,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.059
1325,48,0.8433,0.9392,0.8830,2.9416,277,108,147,35,0.2179,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.63,adaptive,0.151
1326,48,0.8465,0.9318,0.8678,2.9193,223,248,297,11,0.2269,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.49,adaptive,0.107
1327,48,0.8033,0.9333,0.8727,2.8832,278,23,227,37,0.0838,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.85,adaptive,0.221
1328,48,0.8428,0.9622,0.8843,2.9702,478,72,276,11,0.0261,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.074
1329,48,0.8462,0.9345,0.8779,2.9332,167,170,227,12,0.0319,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.46,adaptive,0.151
1330,48,0.8422,0.9336,0.8678,2.9171,116,84,65,12,0.0641,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.88,fixed,0.066
1331,48,0.8474,0.9303,0.8720,2.9229,104,122,151,12,0.0224,4,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.38,adaptive,0.151
1332,48,0.8454,0.9281,0.8678,2.9137,167,175,207,49,0.0224,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.178
1333,48,0.8289,0.9324,0.8754,2.9108,184,16,252,27,0.2194,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.60,adaptive,0.151
1334,48,0.8283,0.9096,0.8708,2.8777,500,70,72,30,0.1306,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.057
1335,48,0.8032,0.9380,0.8747,2.8910,334,194,207,20,0.0224,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.218
1336,48,0.8228,0.9032,0.8666,2.8599,238,205,222,14,0.0139,8,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.23,adaptive,0.246
1337,48,0.8484,0.9337,0.8644,2.9197,87,151,207,11,0.0716,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.81,adaptive,0.151
1338,48,0.8432,0.9558,0.8822,2.9606,35,63,21,47,0.2091,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.151
1339,48,0.8449,0.9521,0.8838,2.9597,184,48,99,18,0.0838,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.34,adaptive,0.123
1340,48,0.8429,0.9430,0.8840,2.9469,35,225,72,14,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.074
1341,48,0.8296,0.9187,0.8767,2.8964,29,225,296,39,0.2095,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.099
1342,48,0.8323,0.9387,0.8766,2.9230,184,164,150,18,0.0224,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.088
1343,48,0.8481,0.9290,0.8620,2.9111,356,176,72,20,0.2161,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.89,adaptive,0.238
1344,49,0.8438,0.9601,0.8854,2.9699,264,112,252,19,0.2177,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.14,adaptive,0.151
1345,49,0.8409,0.9413,0.8808,2.9393,141,200,207,31,0.0224,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.104
1346,49,0.8438,0.9597,0.8868,2.9709,233,194,146,12,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1347,49,0.8459,0.9245,0.8701,2.9125,356,256,96,10,0.2355,4,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.89,adaptive,0.151
1348,49,0.8373,0.9509,0.8811,2.9476,493,194,257,12,0.0224,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.146
1349,49,0.8438,0.9229,0.8621,2.8997,193,153,281,10,0.0163,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.61,adaptive,0.239
1350,49,0.7647,0.9122,0.8616,2.8071,478,72,281,14,0.0261,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.42,adaptive,0.239
1351,49,0.8405,0.9250,0.8820,2.9207,184,181,252,13,0.1106,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.151
1352,49,0.8004,0.9346,0.8743,2.8837,69,104,222,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.165
1353,49,0.8302,0.9064,0.8760,2.8816,407,63,72,14,0.0139,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,fixed,0.151
1354,49,0.7951,0.9128,0.8711,2.8486,401,72,219,22,0.1742,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.29,fixed,0.177
1355,49,0.8346,0.9245,0.8817,2.9138,486,61,257,12,0.0224,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.101
1356,49,0.8370,0.9297,0.8747,2.9147,478,72,250,12,0.0261,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.53,adaptive,0.151
1357,49,0.8438,0.9603,0.8858,2.9706,356,98,62,13,0.1800,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1358,49,0.8344,0.9235,0.8606,2.8893,201,130,281,12,0.1199,5,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.18,fixed,0.112
1359,49,0.8460,0.9357,0.8811,2.9381,356,120,219,20,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.74,adaptive,0.151
1360,49,0.8435,0.9598,0.8865,2.9704,214,203,252,12,0.0838,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.27,fixed,0.055
1361,49,0.8308,0.9355,0.8703,2.9107,184,63,252,18,0.2247,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.16,adaptive,0.077
1362,49,0.8443,0.9606,0.8857,2.9713,184,197,108,18,0.0838,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,adaptive,0.157
1363,49,0.8413,0.9375,0.8781,2.9323,10,43,166,12,0.1121,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.31,fixed,0.171
1364,49,0.8098,0.9345,0.8705,2.8888,232,145,72,14,0.2185,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,fixed,0.233
1365,49,0.8505,0.9445,0.8625,2.9327,500,114,117,10,0.0965,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.35,adaptive,0.180
1366,49,0.8486,0.9456,0.8721,2.9426,500,114,188,10,0.0869,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.75,fixed,0.239
1367,49,0.8311,0.9420,0.8818,2.9315,69,21,263,39,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.101
1368,49,0.8391,0.9141,0.8790,2.9029,184,63,204,10,0.0838,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
1369,49,0.8394,0.9317,0.8723,2.9169,238,141,137,14,0.2095,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.84,adaptive,0.101
1370,49,0.8480,0.9223,0.8666,2.9080,278,136,184,43,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.16,adaptive,0.151
1371,49,0.7893,0.9047,0.8701,2.8319,69,31,296,44,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.27,adaptive,0.184
1372,50,0.8365,0.9148,0.8659,2.8868,276,145,207,44,0.0261,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.45,fixed,0.115
1373,50,0.8438,0.9597,0.8868,2.9709,163,186,207,12,0.0693,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1374,50,0.8276,0.9195,0.8701,2.8881,232,51,280,24,0.2100,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.59,adaptive,0.057
1375,50,0.8438,0.9603,0.8858,2.9706,412,93,79,14,0.1978,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
1376,50,0.8269,0.9126,0.8137,2.8171,163,26,117,30,0.0139,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.57,adaptive,0.160
1377,50,0.8464,0.9329,0.8814,2.9355,184,141,196,18,0.0838,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.77,fixed,0.157
1378,50,0.8258,0.9309,0.8785,2.9093,354,51,72,42,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.38,adaptive,0.057
1379,50,0.8511,0.9212,0.8670,2.9102,116,114,127,26,0.0641,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.57,fixed,0.239
1380,50,0.8420,0.9576,0.8883,2.9682,401,72,297,22,0.0459,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.76,fixed,0.054
1381,50,0.8255,0.9432,0.8736,2.9183,356,72,276,38,0.2367,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.074
1382,50,0.8439,0.9287,0.8610,2.9054,278,157,207,17,0.2177,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.151
1383,50,0.7643,0.9023,0.8605,2.7936,363,155,219,46,0.2304,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,fixed,0.165
1384,50,0.8486,0.9259,0.8672,2.9137,238,175,59,33,0.2177,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.64,fixed,0.151
1385,50,0.8505,0.9334,0.8784,2.9368,203,10,297,14,0.0838,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.52,adaptive,0.151
1386,50,0.8047,0.9286,0.8709,2.8771,184,63,252,26,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.25,adaptive,0.218
1387,50,0.8437,0.9403,0.8841,2.9446,184,63,220,26,0.2242,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.27,adaptive,0.151
1388,50,0.8370,0.8814,0.8704,2.8521,35,63,13,14,0.0716,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.085
1389,50,0.8471,0.9424,0.8797,2.9456,69,194,99,12,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.56,adaptive,0.101
1390,50,0.8497,0.9190,0.8667,2.9059,163,120,48,26,0.2265,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.39,adaptive,0.151
1391,50,0.8361,0.9022,0.8841,2.8912,113,141,276,22,0.0261,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.061
1392,50,0.8431,0.9561,0.8834,2.9622,69,226,292,27,0.2160,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.165
1393,50,0.8440,0.9606,0.8855,2.9708,349,225,207,18,0.1308,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.074
1394,50,0.7983,0.9107,0.8693,2.8475,226,272,281,10,0.1889,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.074
1395,50,0.8431,0.9609,0.8839,2.9684,492,204,252,11,0.0850,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.138
1396,50,0.8254,0.9286,0.8771,2.9046,401,72,72,22,0.0139,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.29,adaptive,0.054
1397,50,0.8392,0.9119,0.8782,2.8995,184,63,159,11,0.0139,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.36,fixed,0.151
1398,50,0.8485,0.9390,0.8712,2.9337,300,169,99,10,0.1337,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.16,adaptive,0.151
1399,50,0.8426,0.9205,0.8698,2.9040,232,246,297,10,0.0372,8,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.70,fixed,0.193
1400,51,0.8484,0.9422,0.8800,2.9470,214,204,148,12,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.74,fixed,0.151
1401,51,0.8179,0.8946,0.8719,2.8505,69,194,114,39,0.2095,4,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.80,fixed,0.244
1402,51,0.8276,0.9370,0.8807,2.9208,184,51,72,46,0.1343,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,adaptive,0.057
1403,51,0.8331,0.8872,0.8807,2.8665,278,136,227,17,0.1318,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.85,adaptive,0.151
1404,51,0.8422,0.9377,0.8800,2.9354,377,290,48,10,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.39,fixed,0.151
1405,51,0.8173,0.8963,0.8687,2.8484,116,282,99,31,0.0641,7,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.34,adaptive,0.218
1406,51,0.7673,0.9127,0.8589,2.8073,184,31,266,20,0.0838,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.237
1407,51,0.8187,0.9013,0.8643,2.8510,69,109,296,39,0.1711,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.101
1408,51,0.8059,0.9373,0.8731,2.8911,146,205,99,12,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.202
1409,51,0.8339,0.9088,0.8700,2.8816,273,254,252,11,0.0867,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,adaptive,0.064
1410,51,0.8062,0.9376,0.8725,2.8910,69,205,287,19,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.051
1411,51,0.8532,0.9213,0.8679,2.9135,377,272,297,10,0.0163,3,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.49,fixed,0.151
1412,51,0.8276,0.9098,0.8724,2.8790,468,225,72,14,0.1379,6,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.63,fixed,0.066
1413,51,0.8542,0.9391,0.8797,2.9488,306,169,207,10,0.1337,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.34,adaptive,0.151
1414,51,0.8450,0.9624,0.8831,2.9713,184,63,252,18,0.0838,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.157
1415,51,0.8211,0.9037,0.8721,2.8647,184,202,56,22,0.0838,8,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.30,adaptive,0.123
1416,51,0.8325,0.9311,0.8727,2.9098,35,225,296,39,0.1884,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.80,adaptive,0.101
1417,51,0.8428,0.9411,0.8831,2.9436,360,205,99,39,0.1666,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.123
1418,51,0.8496,0.9531,0.8804,2.9617,316,194,92,12,0.0976,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.151
1419,51,0.8339,0.9444,0.8712,2.9255,500,216,82,12,0.0845,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.35,fixed,0.151
1420,51,0.8412,0.9279,0.8641,2.9052,334,194,160,12,0.0224,6,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.37,adaptive,0.235
1421,51,0.8454,0.9370,0.8813,2.9392,278,17,222,17,0.0319,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.85,fixed,0.151
1422,51,0.8026,0.9171,0.8705,2.8607,117,134,297,14,0.1648,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.68,fixed,0.151
1423,51,0.8124,0.9025,0.8682,2.8505,69,109,276,10,0.0261,10,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,adaptive,0.074
1424,51,0.8460,0.9081,0.8633,2.8854,69,109,207,39,0.2177,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.80,fixed,0.101
1425,51,0.8441,0.9606,0.8834,2.9684,363,258,84,12,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.096
1426,51,0.8429,0.9611,0.8886,2.9736,431,120,160,20,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1427,51,0.8289,0.9297,0.8723,2.9041,288,72,113,22,0.1337,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.39,fixed,0.140
1428,52,0.8478,0.9265,0.8668,2.9131,163,259,262,48,0.1337,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.39,adaptive,0.091
1429,52,0.8333,0.9287,0.8729,2.9078,440,204,252,11,0.0850,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.83,fixed,0.138
1430,52,0.8390,0.9464,0.8716,2.9334,436,48,252,10,0.1442,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.49,fixed,0.216
1431,52,0.8031,0.9188,0.8710,2.8637,69,205,153,14,0.0083,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.165
1432,52,0.8486,0.9456,0.8721,2.9426,398,136,227,10,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.85,adaptive,0.109
1433,52,0.7705,0.9155,0.8548,2.8093,500,114,154,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.14,adaptive,0.239
1434,52,0.8433,0.9298,0.8677,2.9135,69,67,252,10,0.2095,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.80,adaptive,0.138
1435,52,0.8388,0.9508,0.8754,2.9426,431,114,12,11,0.0139,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.45,fixed,0.074
1436,52,0.8459,0.9137,0.8640,2.8927,276,225,96,36,0.0372,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.89,fixed,0.074
1437,52,0.8500,0.9513,0.8671,2.9454,500,169,207,10,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.34,adaptive,0.215
1438,52,0.7991,0.9224,0.8702,2.8631,10,145,99,12,0.0693,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.27,adaptive,0.177
1439,52,0.8509,0.9289,0.8768,2.9300,478,72,124,11,0.0261,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.83,adaptive,0.151
1440,52,0.8160,0.9276,0.8662,2.8819,426,215,152,20,0.0261,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.14,adaptive,0.074
1441,52,0.8388,0.9129,0.8749,2.8966,116,298,252,12,0.0369,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.157
1442,52,0.8476,0.9352,0.8716,2.9286,334,124,153,12,0.2208,4,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.64,adaptive,0.244
1443,52,0.8451,0.9621,0.8837,2.9716,492,45,252,14,0.0850,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.43,fixed,0.061
1444,52,0.8441,0.9603,0.8872,2.9724,163,145,207,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1445,52,0.8426,0.9614,0.8867,2.9716,328,217,207,20,0.0487,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.066
1446,52,0.8362,0.9476,0.8796,2.9409,358,225,283,14,0.0139,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.72,adaptive,0.074
1447,52,0.8438,0.9534,0.8838,2.9600,358,63,296,16,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,fixed,0.103
1448,52,0.8370,0.9498,0.8733,2.9375,358,194,72,12,0.0139,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.39,fixed,0.178
1449,52,0.8451,0.9621,0.8837,2.9716,500,51,272,16,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.41,fixed,0.078
1450,52,0.8375,0.8799,0.8583,2.8375,316,194,257,10,0.0224,8,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.67,fixed,0.151
1451,52,0.8333,0.9214,0.8816,2.9087,334,141,257,48,0.0224,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.67,fixed,0.229
1452,52,0.8438,0.9603,0.8870,2.9719,270,141,204,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.226
1453,52,0.8413,0.9492,0.8764,2.9444,306,101,207,12,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.34,adaptive,0.170
1454,52,0.8345,0.9399,0.8704,2.9198,25,136,227,12,0.0723,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.85,adaptive,0.151
1455,52,0.8270,0.9331,0.8817,2.9166,238,57,197,47,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.061
1456,53,0.8401,0.9147,0.8855,2.9118,35,225,207,14,0.1315,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1457,53,0.8249,0.9095,0.8672,2.8702,358,63,72,18,0.0567,8,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.73,adaptive,0.141
1458,53,0.8458,0.9464,0.8789,2.9482,398,205,254,36,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.096
1459,53,0.8435,0.9603,0.8856,2.9701,500,89,281,14,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.32,fixed,0.074
1460,53,0.8497,0.8792,0.8684,2.8599,112,114,281,10,0.1166,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.239
1461,53,0.8388,0.8841,0.8702,2.8570,61,72,96,39,0.0261,8,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.89,adaptive,0.130
1462,53,0.8438,0.9603,0.8870,2.9719,431,145,207,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.201
1463,53,0.8435,0.9598,0.8865,2.9704,136,194,252,12,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.61,fixed,0.138
1464,53,0.8492,0.9203,0.8736,2.9146,431,225,74,14,0.1709,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.34,adaptive,0.151
1465,53,0.7647,0.9043,0.8615,2.7975,356,225,207,41,0.1209,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.229
1466,53,0.8431,0.9646,0.8837,2.9728,431,48,154,20,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.132
1467,53,0.8259,0.9281,0.8690,2.8955,232,76,128,10,0.0163,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.49,fixed,0.151
1468,53,0.8422,0.9355,0.8614,2.9123,405,204,112,11,0.1623,4,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.83,adaptive,0.138
1469,53,0.8454,0.9370,0.8813,2.9392,10,88,258,18,0.0838,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.177
1470,53,0.8439,0.9344,0.8814,2.9348,30,215,222,18,0.1155,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.49,adaptive,0.157
1471,53,0.8321,0.9406,0.8724,2.9206,25,169,263,39,0.0390,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.42,adaptive,0.165
1472,53,0.8377,0.9405,0.8772,2.9313,69,205,160,20,0.0139,5,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.165
1473,53,0.8443,0.9608,0.8861,2.9720,280,193,72,14,0.0261,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.24,adaptive,0.151
1474,53,0.8424,0.9256,0.8653,2.9049,472,256,291,10,0.1229,5,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.133
1475,53,0.8487,0.9424,0.8786,2.9461,10,141,99,12,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.69,fixed,0.187
1476,53,0.8334,0.8782,0.8641,2.8378,35,225,262,14,0.0716,9,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,adaptive,0.151
