trial,gen,CR,Faith,AR,W-Score,bm25_k,vec_k,rrf_k,rerank_k,thresh,fk,reranker,reranker_type,fusion,alpha,mode,adapt_thresh
1477,53,0.8436,0.9285,0.8604,2.9043,472,256,96,14,0.0956,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.18,adaptive,0.130
1478,53,0.8000,0.9344,0.8733,2.8819,345,194,257,10,0.1669,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.67,fixed,0.157
1479,53,0.8424,0.9419,0.8842,2.9453,328,139,72,34,0.0487,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.057
1480,53,0.8458,0.9115,0.8633,2.8892,472,256,96,47,0.0139,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.89,fixed,0.130
1481,53,0.8478,0.9345,0.8708,2.9271,184,145,99,10,0.0838,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.34,fixed,0.123
1482,53,0.8312,0.8711,0.8784,2.8428,226,109,99,18,0.0838,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.41,adaptive,0.123
1483,53,0.8445,0.9363,0.8844,2.9409,33,63,72,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
1484,54,0.8290,0.9044,0.8776,2.8796,232,243,185,12,0.0224,3,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.49,adaptive,0.151
1485,54,0.8302,0.9351,0.8705,2.9099,431,293,203,26,0.0737,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1486,54,0.8231,0.9198,0.8751,2.8895,128,59,296,39,0.1348,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.10,fixed,0.101
1487,54,0.8458,0.9115,0.8633,2.8892,232,256,46,48,0.2175,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.89,fixed,0.151
1488,54,0.8285,0.9287,0.8760,2.9065,334,292,257,25,0.0139,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.132
1489,54,0.8500,0.9513,0.8671,2.9454,232,225,207,10,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.151
1490,54,0.8457,0.9370,0.8815,2.9397,184,63,166,21,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.151
1491,54,0.8311,0.9380,0.8728,2.9167,500,197,118,48,0.0163,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.35,fixed,0.244
1492,54,0.8453,0.9521,0.8840,2.9602,272,48,252,18,0.2068,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,adaptive,0.157
1493,54,0.8425,0.8977,0.8686,2.8751,400,169,62,14,0.1337,8,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.83,adaptive,0.207
1494,54,0.8472,0.9430,0.8808,2.9477,69,256,290,15,0.1081,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,fixed,0.165
1495,54,0.8317,0.9070,0.8730,2.8804,214,120,72,27,0.0527,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.74,adaptive,0.147
1496,54,0.8339,0.8942,0.8678,2.8616,334,169,257,22,0.1337,7,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.39,fixed,0.151
1497,54,0.8514,0.9266,0.8746,2.9253,500,222,21,12,0.0693,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.35,fixed,0.069
1498,54,0.8307,0.9401,0.8721,2.9180,356,141,207,20,0.0067,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,fixed,0.098
1499,54,0.8438,0.9535,0.8842,2.9607,358,63,72,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,fixed,0.151
1500,54,0.8450,0.9245,0.8815,2.9240,195,194,99,22,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.64,fixed,0.151
1501,54,0.8473,0.9468,0.8784,2.9497,306,48,94,10,0.1337,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.56,adaptive,0.151
1502,54,0.8256,0.9061,0.8742,2.8745,42,65,252,26,0.0838,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1503,54,0.8331,0.9195,0.8767,2.9009,334,114,281,12,0.0224,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.35,adaptive,0.053
1504,54,0.8450,0.9626,0.8835,2.9719,184,63,72,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
1505,54,0.8217,0.9099,0.8689,2.8694,334,172,120,20,0.1291,7,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.67,fixed,0.151
1506,54,0.8333,0.8948,0.8664,2.8601,57,194,257,10,0.0224,10,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.20,fixed,0.151
1507,54,0.8322,0.8986,0.8748,2.8728,431,181,72,24,0.1306,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.057
1508,54,0.8435,0.9598,0.8865,2.9704,109,194,207,12,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.46,fixed,0.209
1509,54,0.8031,0.9191,0.8714,2.8646,299,145,207,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.191
1510,54,0.8222,0.8991,0.8675,2.8554,399,120,193,16,0.1790,8,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.12,adaptive,0.165
1511,54,0.8483,0.9390,0.8778,2.9406,358,169,129,10,0.0866,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,fixed,0.151
1512,55,0.8082,0.9026,0.8492,2.8254,431,120,160,47,0.0716,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.052
1513,55,0.8029,0.9194,0.8702,2.8635,431,48,72,20,0.1576,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.173
1514,55,0.8483,0.9360,0.8733,2.9321,500,63,240,10,0.0260,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.35,fixed,0.239
1515,55,0.8342,0.9124,0.8745,2.8910,100,145,230,14,0.0104,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1516,55,0.8017,0.9212,0.8693,2.8634,33,63,48,10,0.0944,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.172
1517,55,0.8456,0.9325,0.8625,2.9134,184,212,72,14,0.0889,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.44,adaptive,0.151
1518,55,0.7951,0.9084,0.8641,2.8357,205,48,154,11,0.0139,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.168
1519,55,0.8483,0.9390,0.8778,2.9406,35,256,138,10,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.065
1520,55,0.7644,0.8958,0.8545,2.7793,500,51,72,24,0.1306,6,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.244
1521,55,0.7905,0.9091,0.8639,2.8317,350,30,207,12,0.0514,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.12,adaptive,0.151
1522,55,0.8417,0.9233,0.8657,2.9020,163,145,207,43,0.0693,4,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,fixed,0.151
1523,55,0.8378,0.9267,0.8801,2.9179,431,63,207,39,0.0139,3,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.151
1524,55,0.7644,0.9124,0.8541,2.7987,500,145,131,12,0.0693,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.35,adaptive,0.239
1525,55,0.8261,0.9195,0.8767,2.8939,431,125,72,22,0.1306,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.057
1526,55,0.7985,0.8971,0.8742,2.8366,376,51,259,24,0.1263,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.34,adaptive,0.189
1527,55,0.8448,0.9395,0.8827,2.9432,111,63,72,28,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,fixed,0.215
1528,55,0.8240,0.9364,0.8814,2.9173,33,63,46,47,0.2167,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.60,adaptive,0.151
1529,55,0.8208,0.9106,0.8667,2.8669,500,114,281,42,0.0163,5,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.35,fixed,0.147
1530,55,0.8230,0.9121,0.8317,2.8323,10,144,238,12,0.0716,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.212
1531,55,0.8397,0.9356,0.8810,2.9315,184,63,19,18,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.34,adaptive,0.123
1532,55,0.8321,0.9222,0.8785,2.9051,358,63,72,14,0.1196,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,fixed,0.089
1533,55,0.8351,0.9224,0.8781,2.9079,116,102,99,12,0.0741,6,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.75,fixed,0.177
1534,55,0.8368,0.9214,0.8846,2.9155,163,145,154,15,0.0139,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1535,55,0.8283,0.9046,0.8749,2.8761,356,225,207,20,0.0716,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.46,adaptive,0.074
1536,55,0.8496,0.9303,0.8659,2.9184,334,239,99,35,0.0838,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.67,adaptive,0.137
1537,55,0.8440,0.9606,0.8855,2.9708,204,226,178,18,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,adaptive,0.135
1538,55,0.8334,0.9095,0.8639,2.8751,262,194,257,14,0.0468,7,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.83,fixed,0.151
1539,55,0.8098,0.9314,0.8694,2.8838,10,225,262,30,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.67,adaptive,0.208
1540,56,0.8424,0.9419,0.8842,2.9453,163,145,262,38,0.0693,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.79,fixed,0.151
1541,56,0.8369,0.9389,0.8718,2.9226,163,288,154,10,0.1273,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.39,fixed,0.132
1542,56,0.8462,0.9408,0.8828,2.9462,358,142,72,14,0.0563,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.151
1543,56,0.8438,0.9603,0.8870,2.9719,260,120,140,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.140
1544,56,0.8436,0.9345,0.8812,2.9343,75,226,23,18,0.1950,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.135
1545,56,0.8427,0.9419,0.8844,2.9458,83,109,296,33,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.11,adaptive,0.151
1546,56,0.8424,0.9377,0.8795,2.9351,184,51,72,15,0.0808,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.35,adaptive,0.057
1547,56,0.8454,0.9333,0.8828,2.9365,73,194,207,14,0.0976,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.201
1548,56,0.8492,0.9203,0.8736,2.9146,306,28,207,14,0.0139,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.34,adaptive,0.151
1549,56,0.8378,0.9285,0.8820,2.9222,214,120,92,12,0.0976,6,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.74,adaptive,0.133
1550,56,0.8438,0.9603,0.8858,2.9706,163,88,207,14,0.0693,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1551,56,0.8505,0.9334,0.8784,2.9368,500,63,72,14,0.1070,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.73,fixed,0.151
1552,56,0.8340,0.8630,0.8693,2.8258,356,63,207,37,0.0332,8,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,fixed,0.074
1553,56,0.7637,0.9135,0.8631,2.8093,479,169,154,23,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.34,adaptive,0.249
1554,56,0.8335,0.8955,0.8784,2.8743,184,83,99,18,0.0838,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.11,adaptive,0.094
1555,56,0.8493,0.9344,0.8641,2.9212,148,139,72,10,0.0469,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.17,adaptive,0.151
1556,56,0.8142,0.9313,0.8788,2.8985,431,120,222,36,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.10,adaptive,0.165
1557,56,0.7700,0.9026,0.8547,2.7933,472,256,257,14,0.0657,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.244
1558,56,0.8437,0.9330,0.8684,2.9186,334,194,48,10,0.0224,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.85,fixed,0.151
1559,56,0.8448,0.9451,0.8807,2.9477,69,225,222,17,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.54,adaptive,0.165
1560,56,0.8489,0.9532,0.8825,2.9635,214,120,219,12,0.0976,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.151
1561,56,0.8346,0.9101,0.8703,2.8842,93,145,207,22,0.1090,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.10,adaptive,0.151
1562,56,0.8408,0.9552,0.8850,2.9606,431,120,257,34,0.0224,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,fixed,0.151
1563,56,0.8484,0.9201,0.8683,2.9076,69,109,93,39,0.0505,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.80,fixed,0.101
1564,56,0.8431,0.9599,0.8850,2.9686,306,120,143,10,0.1337,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1565,56,0.8475,0.9404,0.8796,2.9435,86,134,166,10,0.1138,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.151
1566,56,0.8415,0.9342,0.8816,2.9324,18,48,172,20,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.132
1567,56,0.8276,0.9232,0.8720,2.8947,356,225,207,42,0.0716,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.36,adaptive,0.074
1568,57,0.8478,0.9385,0.8775,2.9393,69,49,222,10,0.1337,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,fixed,0.167
1569,57,0.8001,0.9278,0.8732,2.8739,184,63,72,37,0.2020,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.41,fixed,0.151
1570,57,0.8461,0.9505,0.8817,2.9567,306,37,207,20,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.169
1571,57,0.8136,0.8981,0.8709,2.8493,431,48,276,41,0.0139,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.49,adaptive,0.158
1572,57,0.8424,0.9287,0.8677,2.9113,334,194,257,18,0.0224,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.49,fixed,0.135
1573,57,0.8435,0.9530,0.8849,2.9605,230,51,178,21,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.31,adaptive,0.057
1574,57,0.8422,0.8931,0.8670,2.8675,432,48,219,12,0.0976,8,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.88,adaptive,0.132
1575,57,0.8270,0.9158,0.8739,2.8874,73,48,154,21,0.0139,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.201
1576,57,0.8278,0.8923,0.8755,2.8617,204,226,178,24,0.2218,3,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.64,fixed,0.135
1577,57,0.7699,0.9158,0.8547,2.8091,426,194,12,12,0.1037,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.244
1578,57,0.8336,0.9404,0.8700,2.9190,184,200,296,14,0.0139,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.43,adaptive,0.101
1579,57,0.8430,0.9604,0.8837,2.9676,478,194,257,10,0.0261,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,fixed,0.074
1580,57,0.8441,0.9606,0.8834,2.9684,472,194,96,12,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.151
1581,57,0.8495,0.9203,0.8736,2.9149,124,286,288,14,0.0289,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.24,adaptive,0.151
1582,57,0.8437,0.9335,0.8662,2.9168,184,63,256,10,0.1531,4,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.83,adaptive,0.151
1583,57,0.8299,0.9277,0.8673,2.8971,347,206,74,20,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.13,adaptive,0.132
1584,57,0.8441,0.9603,0.8872,2.9724,210,145,207,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.33,adaptive,0.151
1585,57,0.8197,0.9058,0.8675,2.8610,35,245,207,12,0.2011,6,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.31,adaptive,0.157
1586,57,0.8014,0.8557,0.8331,2.7446,500,140,281,10,0.1128,4,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.35,fixed,0.244
1587,57,0.8426,0.9611,0.8883,2.9731,431,120,207,20,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.43,adaptive,0.096
1588,57,0.8324,0.8936,0.8777,2.8701,116,120,160,33,0.0139,5,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.177
1589,57,0.8445,0.9363,0.8844,2.9409,33,63,140,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
1590,57,0.8410,0.9342,0.8718,2.9211,431,166,154,20,0.0139,3,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.132
1591,57,0.8145,0.8718,0.8664,2.8137,27,194,257,12,0.0224,6,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.24,adaptive,0.244
1592,57,0.8522,0.9316,0.8764,2.9342,163,83,257,12,0.2036,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.50,fixed,0.244
1593,57,0.8336,0.9445,0.8833,2.9386,115,48,27,23,0.0838,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.11,adaptive,0.123
1594,57,0.8230,0.8885,0.8590,2.8342,500,114,281,14,0.0372,9,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.35,fixed,0.239
1595,57,0.8272,0.8803,0.8771,2.8484,204,226,178,18,0.0163,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,adaptive,0.095
1596,58,0.8423,0.9532,0.8830,2.9575,478,72,64,39,0.0261,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.101
1597,58,0.8365,0.9523,0.8691,2.9353,232,145,134,11,0.1663,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.49,adaptive,0.074
1598,58,0.8426,0.9403,0.8672,2.9250,73,194,186,12,0.0976,4,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.244
1599,58,0.8228,0.9147,0.8787,2.8870,465,120,251,23,0.0976,4,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.88,adaptive,0.074
1600,58,0.8419,0.9327,0.8870,2.9368,35,225,207,20,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1601,58,0.8509,0.9289,0.8768,2.9300,358,114,72,10,0.0759,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.83,adaptive,0.183
1602,58,0.8044,0.9367,0.8747,2.8907,163,134,72,14,0.2228,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.188
1603,58,0.8390,0.9124,0.8635,2.8838,69,267,48,10,0.1337,6,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.39,adaptive,0.151
1604,58,0.8328,0.9402,0.8721,2.9203,184,74,72,14,0.0139,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.42,fixed,0.132
1605,58,0.8497,0.9190,0.8667,2.9059,115,63,207,24,0.0746,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.83,fixed,0.246
1606,58,0.8483,0.9451,0.8802,2.9507,472,123,33,14,0.0693,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.151
1607,58,0.8412,0.9459,0.8857,2.9507,54,181,154,20,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.132
1608,58,0.8413,0.9223,0.8863,2.9231,36,88,207,24,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1609,58,0.8435,0.9530,0.8849,2.9605,263,48,154,20,0.1287,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.070
1610,58,0.8435,0.9603,0.8856,2.9701,163,88,187,14,0.0531,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.30,adaptive,0.085
1611,58,0.8350,0.8838,0.8764,2.8596,358,142,72,14,0.0563,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.78,adaptive,0.096
1612,58,0.8264,0.8954,0.8714,2.8595,170,71,153,12,0.0098,8,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.083
1613,58,0.8375,0.9490,0.8815,2.9459,431,243,48,20,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.31,adaptive,0.151
1614,58,0.8316,0.9298,0.8719,2.9065,283,63,72,26,0.0139,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.83,adaptive,0.151
1615,58,0.8415,0.8816,0.8744,2.8612,472,108,51,12,0.0372,9,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.89,adaptive,0.112
1616,58,0.8442,0.9502,0.8841,2.9569,333,51,72,14,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.057
1617,58,0.8443,0.9536,0.8820,2.9589,253,223,35,39,0.1687,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.82,adaptive,0.062
1618,58,0.8460,0.9280,0.8682,2.9146,163,194,50,14,0.0693,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.42,fixed,0.151
1619,58,0.8222,0.9299,0.8709,2.8962,500,225,281,10,0.0386,6,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,fixed,0.218
1620,58,0.8456,0.9536,0.8822,2.9603,69,145,130,39,0.1931,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.151
1621,58,0.8461,0.9348,0.8824,2.9385,306,63,207,14,0.0548,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.151
1622,58,0.8427,0.9227,0.8650,2.9015,180,120,99,12,0.0139,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.39,fixed,0.151
1623,58,0.8429,0.9430,0.8840,2.9469,35,177,109,14,0.0255,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.151
1624,59,0.8363,0.8959,0.8654,2.8634,334,114,257,10,0.0227,9,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.35,fixed,0.239
1625,59,0.8440,0.9347,0.8846,2.9388,33,145,297,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
1626,59,0.7632,0.9130,0.8628,2.8079,171,114,154,20,0.1009,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.239
1627,59,0.8416,0.9385,0.8838,2.9400,138,225,109,26,0.1815,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.151
1628,59,0.8435,0.9446,0.8722,2.9364,334,194,257,14,0.0153,4,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,fixed,0.244
1629,59,0.8426,0.9546,0.8847,2.9613,431,156,160,33,0.2304,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.060
1630,59,0.8286,0.9377,0.8661,2.9066,500,51,207,20,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.12,adaptive,0.057
1631,59,0.7521,0.9003,0.8592,2.7776,163,223,281,36,0.1126,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.14,adaptive,0.234
1632,59,0.8294,0.9364,0.8690,2.9090,240,18,140,20,0.0139,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.063
1633,59,0.8491,0.9360,0.8721,2.9316,291,191,157,14,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.11,adaptive,0.074
1634,59,0.8439,0.9542,0.8827,2.9599,184,63,72,10,0.1753,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.134
1635,59,0.7632,0.9130,0.8628,2.8079,163,88,207,20,0.1436,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.233
1636,59,0.8426,0.9614,0.8867,2.9716,75,205,160,20,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.073
1637,59,0.8426,0.9359,0.8656,2.9179,56,106,118,24,0.1306,4,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.057
1638,59,0.8311,0.9420,0.8818,2.9315,35,72,262,33,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.074
1639,59,0.8042,0.9401,0.8710,2.8904,26,103,207,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.195
1640,59,0.8414,0.9338,0.8728,2.9221,472,213,96,14,0.0812,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.89,fixed,0.130
1641,59,0.8288,0.9260,0.8740,2.9014,163,145,257,30,0.0693,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,adaptive,0.244
1642,59,0.8461,0.9467,0.8727,2.9422,294,194,96,14,0.0372,4,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,adaptive,0.244
1643,59,0.8378,0.8929,0.8713,2.8677,356,225,116,14,0.0139,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,fixed,0.247
1644,59,0.8160,0.8632,0.8653,2.8037,500,223,236,24,0.0139,9,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,adaptive,0.151
1645,59,0.8354,0.9097,0.8766,2.8913,227,176,207,10,0.0976,6,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.34,adaptive,0.151
